flight_id,flight_number,airline_code,airline_name,aircraft_id,aircraft_series,aircraft_category,origin_airport,date_key,arrival_time,arrival_slot_id,estimated_pax,estimated_bags,cargo_kg,has_cargo_data,is_active
3438,EY111,EY,Etihad Airways,7,A321,Narrowbody,SIN,20250413,05:55:00,72,167,227,0.0,FALSE,TRUE
3439,W6312,W6,Wizz Air Abu Dhabi,7,A321,Narrowbody,DEL,20250413,06:00:00,73,150,202,1736.9,TRUE,TRUE
3440,QR635,QR,Qatar Airways,5,B787,Widebody,ICN,20250413,06:05:00,74,216,267,6243.6,TRUE,TRUE
3441,G9631,G9,Air Arabia Abu Dhabi,8,A320,Narrowbody,MUM,20250413,06:45:00,82,140,192,0.0,FALSE,TRUE
3442,TK9022,TK,Turkish Airlines,6,A330,Widebody,SIN,20250413,06:45:00,82,198,256,5437.6,TRUE,TRUE
3443,W62481,W6,Wizz Air Abu Dhabi,8,A320,Narrowbody,MUM,20250413,06:50:00,83,159,209,1912.1,TRUE,TRUE
3444,EY3856,EY,Etihad Airways,8,A320,Narrowbody,SIN,20250413,07:00:00,85,163,222,0.0,FALSE,TRUE
3445,EY3669,EY,Etihad Airways,3,B747,Widebody,MUM,20250413,07:00:00,85,289,363,9034.1,TRUE,TRUE
3446,EY8633,EY,Etihad Airways,1,A380,Widebody,DXB,20250413,08:00:00,97,468,566,0.0,FALSE,TRUE
3447,EY2112,EY,Etihad Airways,7,A321,Narrowbody,ICN,20250413,08:05:00,98,179,266,0.0,FALSE,TRUE
3448,EY9671,EY,Etihad Airways,3,B747,Widebody,HKG,20250413,08:10:00,99,367,548,0.0,FALSE,TRUE
3449,EY5708,EY,Etihad Airways,6,A330,Widebody,MUM,20250413,08:30:00,103,211,257,0.0,FALSE,TRUE
3450,EY7117,EY,Etihad Airways,6,A330,Widebody,SIN,20250413,08:30:00,103,226,329,0.0,FALSE,TRUE
3451,EY4101,EY,Etihad Airways,3,B747,Widebody,LHR,20250413,08:35:00,104,313,405,0.0,FALSE,TRUE
3452,EY1929,EY,Etihad Airways,5,B787,Widebody,ICN,20250413,08:40:00,105,235,345,0.0,FALSE,TRUE
3453,EY3456,EY,Etihad Airways,2,B777,Widebody,NRT,20250413,08:45:00,106,251,320,9247.7,TRUE,TRUE
3454,ME2293,ME,Middle East Airlines,10,E190,Narrowbody,HKG,20250413,08:50:00,107,87,119,0.0,FALSE,TRUE
3455,EY6268,EY,Etihad Airways,4,A350,Widebody,JFK,20250413,09:00:00,109,243,343,7995.4,TRUE,TRUE
3456,EY1356,EY,Etihad Airways,6,A330,Widebody,HKG,20250413,09:15:00,112,227,301,0.0,FALSE,TRUE
3457,EY1701,EY,Etihad Airways,3,B747,Widebody,CAI,20250413,09:45:00,118,292,410,10396.7,TRUE,TRUE
3458,EY1914,EY,Etihad Airways,6,A330,Widebody,KWI,20250413,09:50:00,119,193,250,0.0,FALSE,TRUE
3459,EY6073,EY,Etihad Airways,7,A321,Narrowbody,CAI,20250413,10:05:00,122,179,219,0.0,FALSE,TRUE
3460,EY6647,EY,Etihad Airways,5,B787,Widebody,JNB,20250413,10:25:00,126,199,292,0.0,FALSE,TRUE
3461,EY8331,EY,Etihad Airways,7,A321,Narrowbody,BKK,20250413,10:40:00,129,173,219,1785.1,TRUE,TRUE
3462,EY8321,EY,Etihad Airways,3,B747,Widebody,CAI,20250413,10:40:00,129,296,403,0.0,FALSE,TRUE
3463,EY7808,EY,Etihad Airways,7,A321,Narrowbody,SIN,20250413,10:50:00,131,180,267,0.0,FALSE,TRUE
3464,SV1938,SV,Saudi Arabian Airlines,4,A350,Widebody,MUM,20250413,11:15:00,136,274,334,0.0,FALSE,TRUE
3465,EY2450,EY,Etihad Airways,1,A380,Widebody,MUM,20250413,11:50:00,143,426,594,0.0,FALSE,TRUE
3466,EY5402,EY,Etihad Airways,8,A320,Narrowbody,MUM,20250413,11:55:00,144,158,221,906.9,TRUE,TRUE
3467,EY3429,EY,Etihad Airways,2,B777,Widebody,DEL,20250413,11:55:00,144,271,381,8088.9,TRUE,TRUE
3468,EY7515,EY,Etihad Airways,2,B777,Widebody,JNB,20250413,12:20:00,149,315,455,0.0,FALSE,TRUE
3469,MS1250,MS,EgyptAir,6,A330,Widebody,DXB,20250413,12:25:00,150,209,276,0.0,FALSE,TRUE
3470,EY4199,EY,Etihad Airways,4,A350,Widebody,DEL,20250413,13:00:00,157,258,354,0.0,FALSE,TRUE
3471,EY3256,EY,Etihad Airways,2,B777,Widebody,JNB,20250413,13:15:00,160,309,416,7322.1,TRUE,TRUE
3472,EY1025,EY,Etihad Airways,4,A350,Widebody,CDG,20250413,13:35:00,164,254,380,0.0,FALSE,TRUE
3473,EY9560,EY,Etihad Airways,2,B777,Widebody,CAI,20250413,13:45:00,166,309,425,0.0,FALSE,TRUE
3474,W69667,W6,Wizz Air Abu Dhabi,8,A320,Narrowbody,HKG,20250413,13:50:00,167,170,226,0.0,FALSE,TRUE
3475,G97045,G9,Air Arabia Abu Dhabi,8,A320,Narrowbody,NRT,20250413,13:50:00,167,168,216,842.0,TRUE,TRUE
3476,EY9217,EY,Etihad Airways,3,B747,Widebody,FRA,20250413,13:55:00,168,321,394,0.0,FALSE,TRUE
3477,EY5805,EY,Etihad Airways,7,A321,Narrowbody,SIN,20250413,14:15:00,172,181,222,0.0,FALSE,TRUE
3478,EY8827,EY,Etihad Airways,2,B777,Widebody,MUM,20250413,14:25:00,174,329,437,8699.0,TRUE,TRUE
3479,EY4713,EY,Etihad Airways,6,A330,Widebody,JFK,20250413,14:35:00,176,195,240,0.0,FALSE,TRUE
3480,IX1787,IX,Air India Express,2,B777,Widebody,DEL,20250413,14:35:00,176,314,379,0.0,FALSE,TRUE
3481,SV8468,SV,Saudi Arabian Airlines,4,A350,Widebody,FRA,20250413,14:45:00,178,216,268,0.0,FALSE,TRUE
3482,W68414,W6,Wizz Air Abu Dhabi,8,A320,Narrowbody,JFK,20250413,14:45:00,178,167,203,1533.7,TRUE,TRUE
3483,EY4097,EY,Etihad Airways,3,B747,Widebody,NRT,20250413,14:45:00,178,379,485,0.0,FALSE,TRUE
3484,EY8096,EY,Etihad Airways,3,B747,Widebody,HKG,20250413,14:50:00,179,317,469,0.0,FALSE,TRUE
3485,EY6988,EY,Etihad Airways,1,A380,Widebody,JFK,20250413,14:50:00,179,440,639,0.0,FALSE,TRUE
3486,6E9253,6E,IndiGo,7,A321,Narrowbody,KWI,20250413,15:00:00,181,147,219,0.0,FALSE,TRUE
3487,EY7273,EY,Etihad Airways,3,B747,Widebody,JNB,20250413,15:15:00,184,363,458,7265.3,TRUE,TRUE
3488,EY1210,EY,Etihad Airways,5,B787,Widebody,CAI,20250413,15:25:00,186,217,309,0.0,FALSE,TRUE
3489,EY3450,EY,Etihad Airways,8,A320,Narrowbody,ICN,20250413,15:30:00,187,143,193,0.0,FALSE,TRUE
3490,EY5440,EY,Etihad Airways,3,B747,Widebody,JFK,20250413,15:45:00,190,328,396,9930.9,TRUE,TRUE
3491,G92644,G9,Air Arabia Abu Dhabi,8,A320,Narrowbody,DEL,20250413,15:55:00,192,168,218,0.0,FALSE,TRUE
3492,EY3843,EY,Etihad Airways,2,B777,Widebody,NRT,20250413,16:00:00,193,256,345,8384.7,TRUE,TRUE
3493,QR9757,QR,Qatar Airways,9,B737,Narrowbody,JFK,20250413,16:05:00,194,140,182,0.0,FALSE,TRUE
3494,QP3897,QP,Akasa Air,8,A320,Narrowbody,DXB,20250413,16:15:00,196,144,197,0.0,FALSE,TRUE
3495,W66255,W6,Wizz Air Abu Dhabi,8,A320,Narrowbody,DEL,20250413,16:20:00,197,166,238,0.0,FALSE,TRUE
3496,EY6885,EY,Etihad Airways,8,A320,Narrowbody,LHR,20250413,16:25:00,198,134,200,0.0,FALSE,TRUE
3497,EY6372,EY,Etihad Airways,3,B747,Widebody,NRT,20250413,17:00:00,205,333,453,0.0,FALSE,TRUE
3498,EY9510,EY,Etihad Airways,4,A350,Widebody,DEL,20250413,17:25:00,210,241,314,0.0,FALSE,TRUE
3499,W64965,W6,Wizz Air Abu Dhabi,8,A320,Narrowbody,FRA,20250413,17:30:00,211,130,192,0.0,FALSE,TRUE
3500,EY1648,EY,Etihad Airways,5,B787,Widebody,FRA,20250413,17:30:00,211,218,325,0.0,FALSE,TRUE
3501,EY3202,EY,Etihad Airways,8,A320,Narrowbody,HKG,20250413,17:35:00,212,157,192,0.0,FALSE,TRUE
3502,RJ9315,RJ,Royal Jordanian,9,B737,Narrowbody,KWI,20250413,17:55:00,216,147,201,774.3,TRUE,TRUE
3503,EY9639,EY,Etihad Airways,7,A321,Narrowbody,SIN,20250413,17:55:00,216,159,210,2045.2,TRUE,TRUE
3504,EY6621,EY,Etihad Airways,3,B747,Widebody,ICN,20250413,18:20:00,221,334,408,9795.3,TRUE,TRUE
3505,O3656,O3,SF Airlines,7,A321,Narrowbody,NRT,20250413,18:25:00,222,160,213,2705.7,TRUE,TRUE
3506,BG5394,BG,Biman Bangladesh Airlines,4,A350,Widebody,LHR,20250413,18:45:00,226,263,380,3521.1,TRUE,TRUE
3507,PK7489,PK,Pakistan International Airlines,9,B737,Narrowbody,CAI,20250413,19:30:00,235,133,171,0.0,FALSE,TRUE
3508,EY2385,EY,Etihad Airways,5,B787,Widebody,DEL,20250413,19:30:00,235,223,296,0.0,FALSE,TRUE
3509,EY7256,EY,Etihad Airways,4,A350,Widebody,SIN,20250413,20:10:00,243,265,379,6100.0,TRUE,TRUE
3510,EY2934,EY,Etihad Airways,8,A320,Narrowbody,BKK,20250413,21:35:00,260,135,187,1677.8,TRUE,TRUE
3511,EY9567,EY,Etihad Airways,8,A320,Narrowbody,FRA,20250413,21:35:00,260,168,211,0.0,FALSE,TRUE
3512,EY7968,EY,Etihad Airways,8,A320,Narrowbody,MUM,20250413,21:40:00,261,163,212,1721.2,TRUE,TRUE
3513,EY2056,EY,Etihad Airways,7,A321,Narrowbody,BKK,20250413,21:45:00,262,160,201,2636.0,TRUE,TRUE
3514,EY6290,EY,Etihad Airways,4,A350,Widebody,ICN,20250413,23:55:00,288,223,327,5347.0,TRUE,TRUE
3515,G93364,G9,Air Arabia Abu Dhabi,7,A321,Narrowbody,HKG,20250414,01:20:00,17,143,172,1910.3,TRUE,TRUE
3516,EY7146,EY,Etihad Airways,1,A380,Widebody,SIN,20250414,03:55:00,48,469,581,0.0,FALSE,TRUE
3517,EY9519,EY,Etihad Airways,8,A320,Narrowbody,CAI,20250414,06:10:00,75,167,243,0.0,FALSE,TRUE
3518,EY3638,EY,Etihad Airways,3,B747,Widebody,JFK,20250414,06:10:00,75,340,480,0.0,FALSE,TRUE
3519,EY1238,EY,Etihad Airways,2,B777,Widebody,BKK,20250414,06:15:00,76,266,349,7258.9,TRUE,TRUE
3520,EY5947,EY,Etihad Airways,3,B747,Widebody,CDG,20250414,06:25:00,78,283,340,0.0,FALSE,TRUE
3521,EY666,EY,Etihad Airways,1,A380,Widebody,JFK,20250414,06:30:00,79,376,493,10138.0,TRUE,TRUE
3522,EY3165,EY,Etihad Airways,3,B747,Widebody,ICN,20250414,06:35:00,80,356,489,0.0,FALSE,TRUE
3523,W68694,W6,Wizz Air Abu Dhabi,7,A321,Narrowbody,JFK,20250414,06:40:00,81,172,248,1770.1,TRUE,TRUE
3524,EY7465,EY,Etihad Airways,7,A321,Narrowbody,JFK,20250414,06:45:00,82,162,197,2490.0,TRUE,TRUE
3525,EY4752,EY,Etihad Airways,8,A320,Narrowbody,CDG,20250414,06:50:00,83,145,217,1565.0,TRUE,TRUE
3526,6E4839,6E,IndiGo,7,A321,Narrowbody,KWI,20250414,07:25:00,90,173,237,0.0,FALSE,TRUE
3527,QR8540,QR,Qatar Airways,5,B787,Widebody,ICN,20250414,07:45:00,94,264,335,6032.2,TRUE,TRUE
3528,G92910,G9,Air Arabia Abu Dhabi,8,A320,Narrowbody,JNB,20250414,07:50:00,95,127,165,0.0,FALSE,TRUE
3529,EY3895,EY,Etihad Airways,8,A320,Narrowbody,ICN,20250414,07:55:00,96,133,161,0.0,FALSE,TRUE
3530,EY9643,EY,Etihad Airways,4,A350,Widebody,NRT,20250414,08:05:00,98,262,367,0.0,FALSE,TRUE
3531,EY7073,EY,Etihad Airways,1,A380,Widebody,KWI,20250414,08:15:00,100,374,471,10229.7,TRUE,TRUE
3532,EY6127,EY,Etihad Airways,6,A330,Widebody,DEL,20250414,08:15:00,100,240,302,0.0,FALSE,TRUE
3533,EY6835,EY,Etihad Airways,2,B777,Widebody,ICN,20250414,08:55:00,108,271,362,5204.3,TRUE,TRUE
3534,BG6892,BG,Biman Bangladesh Airlines,7,A321,Narrowbody,HKG,20250414,09:00:00,109,160,192,1508.2,TRUE,TRUE
3535,EY5611,EY,Etihad Airways,4,A350,Widebody,ICN,20250414,09:05:00,110,279,390,0.0,FALSE,TRUE
3536,EY839,EY,Etihad Airways,1,A380,Widebody,ICN,20250414,09:20:00,113,352,503,0.0,FALSE,TRUE
3537,EY2312,EY,Etihad Airways,6,A330,Widebody,DEL,20250414,09:30:00,115,210,313,2417.0,TRUE,TRUE
3538,EY5554,EY,Etihad Airways,2,B777,Widebody,DXB,20250414,09:35:00,116,293,433,0.0,FALSE,TRUE
3539,EY261,EY,Etihad Airways,6,A330,Widebody,JNB,20250414,09:40:00,117,239,336,0.0,FALSE,TRUE
3540,EY2452,EY,Etihad Airways,7,A321,Narrowbody,CAI,20250414,09:40:00,117,172,233,2184.9,TRUE,TRUE
3541,EY428,EY,Etihad Airways,2,B777,Widebody,HKG,20250414,10:00:00,121,255,374,0.0,FALSE,TRUE
3542,G9637,G9,Air Arabia Abu Dhabi,7,A321,Narrowbody,HKG,20250414,10:15:00,124,141,195,0.0,FALSE,TRUE
3543,EY7748,EY,Etihad Airways,7,A321,Narrowbody,SIN,20250414,10:30:00,127,152,221,1123.3,TRUE,TRUE
3544,EY6711,EY,Etihad Airways,7,A321,Narrowbody,ICN,20250414,10:30:00,127,171,218,0.0,FALSE,TRUE
3545,EY8439,EY,Etihad Airways,6,A330,Widebody,DXB,20250414,10:35:00,128,207,248,0.0,FALSE,TRUE
3546,EY8197,EY,Etihad Airways,2,B777,Widebody,CDG,20250414,10:35:00,128,331,484,0.0,FALSE,TRUE
3547,IX6299,IX,Air India Express,5,B787,Widebody,LHR,20250414,10:50:00,131,231,313,4421.9,TRUE,TRUE
3548,EY158,EY,Etihad Airways,2,B777,Widebody,SIN,20250414,11:00:00,133,324,404,6449.1,TRUE,TRUE
3549,IX6781,IX,Air India Express,9,B737,Narrowbody,DEL,20250414,11:20:00,137,129,181,0.0,FALSE,TRUE
3550,GF3900,GF,Gulf Air,4,A350,Widebody,CAI,20250414,11:45:00,142,254,316,0.0,FALSE,TRUE
3551,G98254,G9,Air Arabia Abu Dhabi,7,A321,Narrowbody,BKK,20250414,11:45:00,142,141,186,0.0,FALSE,TRUE
3552,G97779,G9,Air Arabia Abu Dhabi,7,A321,Narrowbody,BKK,20250414,11:55:00,144,140,204,0.0,FALSE,TRUE
3553,EY4591,EY,Etihad Airways,3,B747,Widebody,MUM,20250414,12:00:00,145,343,458,0.0,FALSE,TRUE
3554,EY3564,EY,Etihad Airways,7,A321,Narrowbody,DEL,20250414,12:00:00,145,143,174,0.0,FALSE,TRUE
3555,EY8395,EY,Etihad Airways,2,B777,Widebody,CDG,20250414,12:05:00,146,247,336,9580.4,TRUE,TRUE
3556,EY7147,EY,Etihad Airways,8,A320,Narrowbody,NRT,20250414,12:15:00,148,144,205,1111.8,TRUE,TRUE
3557,EY2269,EY,Etihad Airways,8,A320,Narrowbody,KWI,20250414,12:40:00,153,128,179,995.4,TRUE,TRUE
3558,EY4504,EY,Etihad Airways,1,A380,Widebody,BKK,20250414,13:05:00,158,365,514,0.0,FALSE,TRUE
3559,EY5060,EY,Etihad Airways,7,A321,Narrowbody,DXB,20250414,13:45:00,166,177,262,1225.5,TRUE,TRUE
3560,QP1664,QP,Akasa Air,8,A320,Narrowbody,LHR,20250414,14:00:00,169,159,203,0.0,FALSE,TRUE
3561,6E8353,6E,IndiGo,8,A320,Narrowbody,FRA,20250414,14:15:00,172,161,231,1272.3,TRUE,TRUE
3562,EY6557,EY,Etihad Airways,7,A321,Narrowbody,SIN,20250414,14:15:00,172,175,231,0.0,FALSE,TRUE
3563,EY2197,EY,Etihad Airways,1,A380,Widebody,LHR,20250414,14:25:00,174,440,563,0.0,FALSE,TRUE
3564,W61300,W6,Wizz Air Abu Dhabi,8,A320,Narrowbody,MUM,20250414,14:25:00,174,166,211,0.0,FALSE,TRUE
3565,IX1833,IX,Air India Express,1,A380,Widebody,FRA,20250414,14:40:00,177,460,616,4945.2,TRUE,TRUE
3566,G98394,G9,Air Arabia Abu Dhabi,8,A320,Narrowbody,NRT,20250414,14:50:00,179,145,214,0.0,FALSE,TRUE
3567,EY4215,EY,Etihad Airways,8,A320,Narrowbody,CDG,20250414,14:50:00,179,154,207,0.0,FALSE,TRUE
3568,EY7612,EY,Etihad Airways,6,A330,Widebody,HKG,20250414,14:55:00,180,195,266,6033.8,TRUE,TRUE
3569,EY5333,EY,Etihad Airways,7,A321,Narrowbody,JFK,20250414,15:05:00,182,157,229,0.0,FALSE,TRUE
3570,EY9586,EY,Etihad Airways,1,A380,Widebody,JNB,20250414,15:40:00,189,458,559,0.0,FALSE,TRUE
3571,EY9936,EY,Etihad Airways,2,B777,Widebody,SIN,20250414,15:40:00,189,289,371,9075.6,TRUE,TRUE
3572,EY4247,EY,Etihad Airways,4,A350,Widebody,CDG,20250414,15:45:00,190,261,350,0.0,FALSE,TRUE
3573,W64167,W6,Wizz Air Abu Dhabi,7,A321,Narrowbody,ICN,20250414,15:50:00,191,153,223,0.0,FALSE,TRUE
3574,EY8566,EY,Etihad Airways,5,B787,Widebody,ICN,20250414,16:10:00,195,233,345,0.0,FALSE,TRUE
3575,QR6606,QR,Qatar Airways,6,A330,Widebody,FRA,20250414,16:15:00,196,221,302,0.0,FALSE,TRUE
3576,O38035,O3,SF Airlines,7,A321,Narrowbody,CAI,20250414,16:15:00,196,177,219,0.0,FALSE,TRUE
3577,IX8918,IX,Air India Express,1,A380,Widebody,DEL,20250414,16:40:00,201,369,508,0.0,FALSE,TRUE
3578,G99755,G9,Air Arabia Abu Dhabi,8,A320,Narrowbody,JFK,20250414,16:40:00,201,152,222,1288.6,TRUE,TRUE
3579,EY6614,EY,Etihad Airways,2,B777,Widebody,FRA,20250414,17:00:00,205,309,399,0.0,FALSE,TRUE
3580,EY5499,EY,Etihad Airways,8,A320,Narrowbody,ICN,20250414,17:20:00,209,138,181,756.1,TRUE,TRUE
3581,EY6551,EY,Etihad Airways,1,A380,Widebody,CDG,20250414,17:20:00,209,365,499,0.0,FALSE,TRUE
3582,EY3903,EY,Etihad Airways,3,B747,Widebody,KWI,20250414,17:20:00,209,328,426,6179.3,TRUE,TRUE
3583,EY4619,EY,Etihad Airways,3,B747,Widebody,NRT,20250414,17:40:00,213,377,527,0.0,FALSE,TRUE
3584,EY594,EY,Etihad Airways,3,B747,Widebody,DXB,20250414,18:35:00,224,351,469,9292.6,TRUE,TRUE
3585,EY5721,EY,Etihad Airways,4,A350,Widebody,CDG,20250414,19:45:00,238,279,378,0.0,FALSE,TRUE
3586,QP6974,QP,Akasa Air,8,A320,Narrowbody,BKK,20250414,21:30:00,259,162,228,0.0,FALSE,TRUE
3587,6E8494,6E,IndiGo,7,A321,Narrowbody,CAI,20250414,21:30:00,259,141,198,2292.6,TRUE,TRUE
3588,EY1894,EY,Etihad Airways,8,A320,Narrowbody,LHR,20250414,22:15:00,268,147,207,880.1,TRUE,TRUE
3589,W68456,W6,Wizz Air Abu Dhabi,7,A321,Narrowbody,NRT,20250414,22:40:00,273,145,199,0.0,FALSE,TRUE
3590,G96051,G9,Air Arabia Abu Dhabi,7,A321,Narrowbody,BKK,20250414,22:45:00,274,150,217,2454.6,TRUE,TRUE
3591,EY3028,EY,Etihad Airways,6,A330,Widebody,HKG,20250414,23:45:00,286,196,248,6265.3,TRUE,TRUE
3592,ME8053,ME,Middle East Airlines,8,A320,Narrowbody,SIN,20250414,23:55:00,288,162,214,0.0,FALSE,TRUE
3593,W63732,W6,Wizz Air Abu Dhabi,7,A321,Narrowbody,FRA,20250415,02:10:00,27,156,214,0.0,FALSE,TRUE
3594,EY3706,EY,Etihad Airways,8,A320,Narrowbody,DEL,20250415,02:40:00,33,156,227,0.0,FALSE,TRUE
3595,EY9858,EY,Etihad Airways,8,A320,Narrowbody,SIN,20250415,03:05:00,38,131,182,0.0,FALSE,TRUE
3596,QP2056,QP,Akasa Air,7,A321,Narrowbody,SIN,20250415,03:45:00,46,140,168,0.0,FALSE,TRUE
3597,EY1291,EY,Etihad Airways,7,A321,Narrowbody,BKK,20250415,04:35:00,56,158,217,0.0,FALSE,TRUE
3598,G97671,G9,Air Arabia Abu Dhabi,8,A320,Narrowbody,SIN,20250415,04:40:00,57,142,191,0.0,FALSE,TRUE
3599,6E7164,6E,IndiGo,8,A320,Narrowbody,KWI,20250415,05:00:00,61,145,201,0.0,FALSE,TRUE
3600,EY5297,EY,Etihad Airways,1,A380,Widebody,DEL,20250415,05:50:00,71,420,540,0.0,FALSE,TRUE
3601,G92314,G9,Air Arabia Abu Dhabi,7,A321,Narrowbody,ICN,20250415,06:00:00,73,141,200,2479.7,TRUE,TRUE
3602,EY8638,EY,Etihad Airways,3,B747,Widebody,MUM,20250415,06:20:00,77,310,464,6849.2,TRUE,TRUE
3603,EY646,EY,Etihad Airways,6,A330,Widebody,JFK,20250415,06:25:00,78,245,346,4966.3,TRUE,TRUE
3604,EY8313,EY,Etihad Airways,4,A350,Widebody,HKG,20250415,06:30:00,79,236,320,6620.6,TRUE,TRUE
3605,EY5881,EY,Etihad Airways,5,B787,Widebody,JFK,20250415,07:00:00,85,238,312,0.0,FALSE,TRUE
3606,6E1576,6E,IndiGo,8,A320,Narrowbody,ICN,20250415,07:20:00,89,136,179,0.0,FALSE,TRUE
3607,FC9153,FC,Florida Coastal Airlines,10,E190,Narrowbody,CDG,20250415,07:30:00,91,92,128,0.0,FALSE,TRUE
3608,6E926,6E,IndiGo,7,A321,Narrowbody,KWI,20250415,07:30:00,91,189,278,1302.7,TRUE,TRUE
3609,EY8025,EY,Etihad Airways,8,A320,Narrowbody,DXB,20250415,07:35:00,92,156,217,0.0,FALSE,TRUE
3610,EY9952,EY,Etihad Airways,8,A320,Narrowbody,LHR,20250415,07:35:00,92,128,158,1719.9,TRUE,TRUE
3611,G97805,G9,Air Arabia Abu Dhabi,7,A321,Narrowbody,LHR,20250415,07:40:00,93,144,192,2753.0,TRUE,TRUE
3612,EY4306,EY,Etihad Airways,4,A350,Widebody,LHR,20250415,07:40:00,93,281,372,0.0,FALSE,TRUE
3613,EY7331,EY,Etihad Airways,6,A330,Widebody,DXB,20250415,07:45:00,94,231,317,4820.6,TRUE,TRUE
3614,EY4642,EY,Etihad Airways,2,B777,Widebody,NRT,20250415,07:50:00,95,321,395,7260.4,TRUE,TRUE
3615,6E8315,6E,IndiGo,7,A321,Narrowbody,DXB,20250415,08:15:00,100,186,263,0.0,FALSE,TRUE
3616,EY2346,EY,Etihad Airways,7,A321,Narrowbody,DEL,20250415,08:30:00,103,181,259,1250.8,TRUE,TRUE
3617,EY5845,EY,Etihad Airways,8,A320,Narrowbody,BKK,20250415,08:40:00,105,138,178,0.0,FALSE,TRUE
3618,EY9279,EY,Etihad Airways,4,A350,Widebody,LHR,20250415,08:50:00,107,216,277,5437.1,TRUE,TRUE
3619,6E6048,6E,IndiGo,8,A320,Narrowbody,MUM,20250415,09:05:00,110,159,223,0.0,FALSE,TRUE
3620,EY6668,EY,Etihad Airways,1,A380,Widebody,JFK,20250415,09:15:00,112,365,539,0.0,FALSE,TRUE
3621,RJ4424,RJ,Royal Jordanian,10,E190,Narrowbody,DXB,20250415,09:15:00,112,84,105,0.0,FALSE,TRUE
3622,EY9341,EY,Etihad Airways,1,A380,Widebody,ICN,20250415,09:50:00,119,418,535,7235.7,TRUE,TRUE
3623,EY3898,EY,Etihad Airways,3,B747,Widebody,MUM,20250415,09:50:00,119,332,450,0.0,FALSE,TRUE
3624,W66501,W6,Wizz Air Abu Dhabi,8,A320,Narrowbody,LHR,20250415,10:15:00,124,138,189,821.7,TRUE,TRUE
3625,EY8977,EY,Etihad Airways,7,A321,Narrowbody,CDG,20250415,10:40:00,129,153,192,2518.9,TRUE,TRUE
3626,EY7772,EY,Etihad Airways,7,A321,Narrowbody,MUM,20250415,10:50:00,131,162,228,0.0,FALSE,TRUE
3627,W6800,W6,Wizz Air Abu Dhabi,8,A320,Narrowbody,MUM,20250415,10:50:00,131,126,178,0.0,FALSE,TRUE
3628,EY8877,EY,Etihad Airways,3,B747,Widebody,FRA,20250415,10:55:00,132,354,530,0.0,FALSE,TRUE
3629,G95780,G9,Air Arabia Abu Dhabi,7,A321,Narrowbody,DEL,20250415,11:00:00,133,180,230,0.0,FALSE,TRUE
3630,EY4823,EY,Etihad Airways,7,A321,Narrowbody,CAI,20250415,11:05:00,134,154,199,0.0,FALSE,TRUE
3631,EY1006,EY,Etihad Airways,8,A320,Narrowbody,KWI,20250415,11:25:00,138,161,235,1931.1,TRUE,TRUE
3632,EY4420,EY,Etihad Airways,4,A350,Widebody,DEL,20250415,11:35:00,140,228,304,3824.3,TRUE,TRUE
3633,6E3575,6E,IndiGo,7,A321,Narrowbody,DXB,20250415,11:35:00,140,153,184,1810.5,TRUE,TRUE
3634,W69752,W6,Wizz Air Abu Dhabi,8,A320,Narrowbody,HKG,20250415,11:45:00,142,162,204,1992.6,TRUE,TRUE
3635,EY5585,EY,Etihad Airways,4,A350,Widebody,CDG,20250415,11:50:00,143,210,296,0.0,FALSE,TRUE
3636,G99867,G9,Air Arabia Abu Dhabi,7,A321,Narrowbody,BKK,20250415,12:05:00,146,164,225,2567.3,TRUE,TRUE
3637,EY6234,EY,Etihad Airways,5,B787,Widebody,DEL,20250415,13:05:00,158,226,338,5210.9,TRUE,TRUE
3638,EY1801,EY,Etihad Airways,2,B777,Widebody,DEL,20250415,13:20:00,161,327,432,0.0,FALSE,TRUE
3639,PK9210,PK,Pakistan International Airlines,10,E190,Narrowbody,HKG,20250415,13:20:00,161,82,100,565.7,TRUE,TRUE
3640,EY7178,EY,Etihad Airways,6,A330,Widebody,DEL,20250415,13:35:00,164,195,286,0.0,FALSE,TRUE
3641,EY8129,EY,Etihad Airways,6,A330,Widebody,JNB,20250415,13:40:00,165,237,294,0.0,FALSE,TRUE
3642,W69079,W6,Wizz Air Abu Dhabi,8,A320,Narrowbody,HKG,20250415,13:50:00,167,143,185,0.0,FALSE,TRUE
3643,EY1365,EY,Etihad Airways,1,A380,Widebody,ICN,20250415,13:55:00,168,435,606,0.0,FALSE,TRUE
3644,EY2136,EY,Etihad Airways,2,B777,Widebody,JNB,20250415,14:10:00,171,264,388,9258.0,TRUE,TRUE
3645,EY8019,EY,Etihad Airways,4,A350,Widebody,SIN,20250415,14:10:00,171,248,335,0.0,FALSE,TRUE
3646,W67179,W6,Wizz Air Abu Dhabi,7,A321,Narrowbody,CDG,20250415,14:15:00,172,144,203,0.0,FALSE,TRUE
3647,G92889,G9,Air Arabia Abu Dhabi,7,A321,Narrowbody,LHR,20250415,14:25:00,174,149,200,2600.6,TRUE,TRUE
3648,SV2113,SV,Saudi Arabian Airlines,9,B737,Narrowbody,MUM,20250415,14:40:00,177,115,156,1340.0,TRUE,TRUE
3649,IX3719,IX,Air India Express,2,B777,Widebody,ICN,20250415,14:50:00,179,247,300,0.0,FALSE,TRUE
3650,MS5391,MS,EgyptAir,2,B777,Widebody,DEL,20250415,15:00:00,181,332,497,0.0,FALSE,TRUE
