demand_id,flight_id,date_key,arrival_slot_id,station_id,equipment_id,qty_required,qty_allocated,shortage_qty,pickup_slot_id,return_slot_id,allocation_distance_km,demand_calc_method,risk_level,sla_compliant,is_active
3490,1164,20250315,137,4,1,6,6,0,133,146,1.4,Estimated,OK,TRUE,TRUE
3491,1164,20250315,137,4,4,7,7,0,133,146,1.9,Estimated,OK,TRUE,TRUE
3492,1164,20250315,137,4,6,4,4,0,133,146,0.4,Estimated,OK,TRUE,TRUE
3493,1165,20250315,140,10,2,12,10,-2,134,149,1.8,Estimated,MEDIUM,FALSE,TRUE
3494,1165,20250315,140,10,4,9,9,0,134,149,2.0,Estimated,OK,TRUE,TRUE
3495,1165,20250315,140,10,6,5,5,0,134,149,1.0,Estimated,OK,TRUE,TRUE
3496,1166,20250315,140,8,2,12,12,0,134,149,1.4,Estimated,OK,TRUE,TRUE
3497,1166,20250315,140,8,4,12,11,-1,134,149,2.3,Estimated,LOW,TRUE,TRUE
3498,1166,20250315,140,8,6,6,6,0,134,149,0.5,Estimated,OK,TRUE,TRUE
3499,1167,20250315,140,1,1,3,3,0,136,149,0.6,Estimated,OK,TRUE,TRUE
3500,1167,20250315,140,1,4,4,4,0,136,149,2.2,Estimated,OK,TRUE,TRUE
3501,1167,20250315,140,1,6,2,2,0,136,149,2.2,Estimated,OK,TRUE,TRUE
3502,1168,20250315,144,10,2,12,12,0,138,153,2.2,Estimated,OK,TRUE,TRUE
3503,1168,20250315,144,10,4,9,9,0,138,153,0.3,Estimated,OK,TRUE,TRUE
3504,1168,20250315,144,10,6,5,5,0,138,153,2.5,Estimated,OK,TRUE,TRUE
3505,1169,20250315,145,6,2,12,12,0,140,154,1.1,Estimated,OK,TRUE,TRUE
3506,1169,20250315,145,6,4,11,11,0,140,154,0.6,Estimated,OK,TRUE,TRUE
3507,1169,20250315,145,6,6,6,6,0,140,154,0.7,Estimated,OK,TRUE,TRUE
3508,1170,20250315,147,10,2,12,12,0,142,156,0.9,Estimated,OK,TRUE,TRUE
3509,1170,20250315,147,10,4,21,21,0,142,156,2.4,Estimated,OK,TRUE,TRUE
3510,1170,20250315,147,10,6,11,10,-1,142,156,0.7,Estimated,LOW,TRUE,TRUE
3511,1171,20250315,150,9,1,6,6,0,147,159,0.7,Estimated,OK,TRUE,TRUE
3512,1171,20250315,150,9,4,6,6,0,147,159,2.5,Estimated,OK,TRUE,TRUE
3513,1171,20250315,150,9,6,3,3,0,147,159,1.8,Estimated,OK,TRUE,TRUE
3514,1172,20250315,155,1,1,8,8,0,149,164,0.4,Estimated,OK,TRUE,TRUE
3515,1172,20250315,155,1,4,8,8,0,149,164,0.6,Estimated,OK,TRUE,TRUE
3516,1172,20250315,155,1,6,4,4,0,149,164,1.5,Estimated,OK,TRUE,TRUE
3517,1173,20250315,156,4,1,8,6,-2,153,165,0.9,Estimated,MEDIUM,FALSE,TRUE
3518,1173,20250315,156,4,4,7,5,-2,153,165,1.6,Estimated,MEDIUM,FALSE,TRUE
3519,1173,20250315,156,4,6,4,4,0,153,165,1.7,Estimated,OK,TRUE,TRUE
3520,1174,20250315,162,3,1,6,6,0,158,171,0.6,Estimated,OK,TRUE,TRUE
3521,1174,20250315,162,3,4,6,6,0,158,171,0.9,Estimated,OK,TRUE,TRUE
3522,1174,20250315,162,3,6,3,3,0,158,171,0.5,Estimated,OK,TRUE,TRUE
3523,1175,20250315,165,8,2,12,12,0,160,174,2.2,Estimated,OK,TRUE,TRUE
3524,1175,20250315,165,8,4,11,11,0,160,174,2.4,Estimated,OK,TRUE,TRUE
3525,1175,20250315,165,8,6,6,6,0,160,174,1.7,Estimated,OK,TRUE,TRUE
3526,1176,20250315,169,5,1,6,6,0,165,178,0.8,Estimated,OK,TRUE,TRUE
3527,1176,20250315,169,5,4,5,5,0,165,178,2.3,Estimated,OK,TRUE,TRUE
3528,1176,20250315,169,5,6,3,3,0,165,178,0.6,Estimated,OK,TRUE,TRUE
3529,1177,20250315,171,1,1,6,6,0,166,180,2.4,Estimated,OK,TRUE,TRUE
3530,1177,20250315,171,1,4,6,6,0,166,180,2.1,Estimated,OK,TRUE,TRUE
3531,1177,20250315,171,1,6,3,3,0,166,180,1.3,Estimated,OK,TRUE,TRUE
3532,1178,20250315,174,1,1,8,8,0,170,183,1.1,Estimated,OK,TRUE,TRUE
3533,1178,20250315,174,1,4,7,7,0,170,183,1.3,Estimated,OK,TRUE,TRUE
3534,1178,20250315,174,1,6,4,4,0,170,183,1.4,Estimated,OK,TRUE,TRUE
3535,1179,20250315,183,4,1,8,4,-4,179,192,2.1,Estimated,HIGH,FALSE,TRUE
3536,1179,20250315,183,4,4,8,8,0,179,192,2.1,Estimated,OK,TRUE,TRUE
3537,1179,20250315,183,4,6,4,4,0,179,192,1.4,Estimated,OK,TRUE,TRUE
3538,1180,20250315,184,3,1,8,8,0,178,193,0.7,Estimated,OK,TRUE,TRUE
3539,1180,20250315,184,3,4,7,5,-2,178,193,2.0,Estimated,MEDIUM,FALSE,TRUE
3540,1180,20250315,184,3,6,4,4,0,178,193,1.2,Estimated,OK,TRUE,TRUE
3541,1181,20250315,186,1,1,8,8,0,180,195,2.4,Estimated,OK,TRUE,TRUE
3542,1181,20250315,186,1,4,6,4,-2,180,195,1.3,Estimated,MEDIUM,FALSE,TRUE
3543,1181,20250315,186,1,6,3,3,0,180,195,0.3,Estimated,OK,TRUE,TRUE
3544,1182,20250315,189,1,1,6,5,-1,184,198,1.6,Estimated,LOW,TRUE,TRUE
3545,1182,20250315,189,1,4,6,6,0,184,198,0.9,Estimated,OK,TRUE,TRUE
3546,1182,20250315,189,1,6,3,3,0,184,198,0.4,Estimated,OK,TRUE,TRUE
3547,1183,20250315,192,3,1,8,8,0,187,201,2.4,Estimated,OK,TRUE,TRUE
3548,1183,20250315,192,3,4,7,7,0,187,201,2.2,Estimated,OK,TRUE,TRUE
3549,1183,20250315,192,3,6,4,2,-2,187,201,1.4,Estimated,MEDIUM,FALSE,TRUE
3550,1184,20250315,195,4,1,6,6,0,192,204,0.4,Estimated,OK,TRUE,TRUE
3551,1184,20250315,195,4,4,5,4,-1,192,204,1.9,Estimated,LOW,TRUE,TRUE
3552,1184,20250315,195,4,6,3,3,0,192,204,2.2,Estimated,OK,TRUE,TRUE
3553,1185,20250315,201,7,2,12,12,0,198,210,1.9,Estimated,OK,TRUE,TRUE
3554,1185,20250315,201,7,4,13,13,0,198,210,2.2,Estimated,OK,TRUE,TRUE
3555,1185,20250315,201,7,6,7,7,0,198,210,2.2,Estimated,OK,TRUE,TRUE
3556,1186,20250315,204,4,1,8,8,0,201,213,1.8,Estimated,OK,TRUE,TRUE
3557,1186,20250315,204,4,4,6,5,-1,201,213,2.3,Estimated,LOW,TRUE,TRUE
3558,1186,20250315,204,4,6,3,3,0,201,213,2.4,Estimated,OK,TRUE,TRUE
3559,1187,20250315,211,4,1,3,3,0,205,220,1.8,Estimated,OK,TRUE,TRUE
3560,1187,20250315,211,4,4,4,4,0,205,220,0.7,Estimated,OK,TRUE,TRUE
3561,1187,20250315,211,4,6,2,2,0,205,220,0.6,Estimated,OK,TRUE,TRUE
3562,1188,20250315,212,1,1,6,6,0,206,221,1.6,Estimated,OK,TRUE,TRUE
3563,1188,20250315,212,1,4,7,7,0,206,221,1.2,Estimated,OK,TRUE,TRUE
3564,1188,20250315,212,1,6,4,4,0,206,221,2.2,Estimated,OK,TRUE,TRUE
3565,1189,20250315,214,6,2,12,12,0,209,223,0.6,Estimated,OK,TRUE,TRUE
3566,1189,20250315,214,6,4,12,12,0,209,223,2.1,Estimated,OK,TRUE,TRUE
3567,1189,20250315,214,6,6,6,6,0,209,223,2.3,Estimated,OK,TRUE,TRUE
3568,1190,20250315,214,7,2,12,12,0,210,223,0.7,Estimated,OK,TRUE,TRUE
3569,1190,20250315,214,7,4,9,9,0,210,223,2.4,Estimated,OK,TRUE,TRUE
3570,1190,20250315,214,7,6,5,5,0,210,223,2.0,Estimated,OK,TRUE,TRUE
3571,1191,20250315,215,8,2,12,12,0,209,224,1.9,Estimated,OK,TRUE,TRUE
3572,1191,20250315,215,8,4,15,15,0,209,224,2.1,Estimated,OK,TRUE,TRUE
3573,1191,20250315,215,8,6,8,8,0,209,224,2.3,Estimated,OK,TRUE,TRUE
3574,1192,20250315,216,4,1,6,6,0,212,225,1.1,Estimated,OK,TRUE,TRUE
3575,1192,20250315,216,4,4,5,5,0,212,225,0.9,Estimated,OK,TRUE,TRUE
3576,1192,20250315,216,4,6,3,3,0,212,225,1.2,Estimated,OK,TRUE,TRUE
3577,1193,20250315,222,6,1,8,8,0,218,231,0.9,Estimated,OK,TRUE,TRUE
3578,1193,20250315,222,6,4,7,7,0,218,231,0.9,Estimated,OK,TRUE,TRUE
3579,1193,20250315,222,6,6,4,4,0,218,231,1.6,Estimated,OK,TRUE,TRUE
3580,1194,20250315,223,4,1,8,8,0,217,232,1.8,Estimated,OK,TRUE,TRUE
3581,1194,20250315,223,4,4,6,6,0,217,232,2.4,Estimated,OK,TRUE,TRUE
3582,1194,20250315,223,4,6,3,3,0,217,232,0.6,Estimated,OK,TRUE,TRUE
3583,1195,20250315,230,10,2,12,12,0,224,239,2.1,Estimated,OK,TRUE,TRUE
3584,1195,20250315,230,10,4,18,18,0,224,239,0.8,Estimated,OK,TRUE,TRUE
3585,1195,20250315,230,10,6,9,9,0,224,239,1.4,Estimated,OK,TRUE,TRUE
3586,1196,20250315,231,6,1,8,8,0,228,240,0.8,Estimated,OK,TRUE,TRUE
3587,1196,20250315,231,6,4,8,8,0,228,240,0.9,Estimated,OK,TRUE,TRUE
3588,1196,20250315,231,6,6,4,3,-1,228,240,1.3,Estimated,LOW,TRUE,TRUE
3589,1197,20250315,231,3,1,8,8,0,226,240,1.7,Estimated,OK,TRUE,TRUE
3590,1197,20250315,231,3,4,7,5,-2,226,240,1.8,Estimated,MEDIUM,FALSE,TRUE
3591,1197,20250315,231,3,6,4,4,0,226,240,2.2,Estimated,OK,TRUE,TRUE
3592,1198,20250315,231,8,2,12,12,0,225,240,1.7,Estimated,OK,TRUE,TRUE
3593,1198,20250315,231,8,4,10,10,0,225,240,2.3,Estimated,OK,TRUE,TRUE
3594,1198,20250315,231,8,6,5,5,0,225,240,1.3,Estimated,OK,TRUE,TRUE
3595,1199,20250315,235,7,2,12,12,0,229,244,1.3,Estimated,OK,TRUE,TRUE
3596,1199,20250315,235,7,4,9,9,0,229,244,1.3,Estimated,OK,TRUE,TRUE
3597,1199,20250315,235,7,6,5,5,0,229,244,2.1,Estimated,OK,TRUE,TRUE
3598,1200,20250315,237,8,2,12,12,0,232,246,1.2,Estimated,OK,TRUE,TRUE
3599,1200,20250315,237,8,4,9,9,0,232,246,2.3,Estimated,OK,TRUE,TRUE
3600,1200,20250315,237,8,6,5,5,0,232,246,2.4,Estimated,OK,TRUE,TRUE
3601,1201,20250315,240,3,1,6,6,0,234,249,0.9,Estimated,OK,TRUE,TRUE
3602,1201,20250315,240,3,4,6,6,0,234,249,1.6,Estimated,OK,TRUE,TRUE
3603,1201,20250315,240,3,6,3,3,0,234,249,0.7,Estimated,OK,TRUE,TRUE
3604,1202,20250315,240,10,2,12,8,-4,236,249,2.0,Estimated,HIGH,FALSE,TRUE
3605,1202,20250315,240,10,4,12,12,0,236,249,1.0,Estimated,OK,TRUE,TRUE
3606,1202,20250315,240,10,6,6,4,-2,236,249,1.0,Estimated,MEDIUM,FALSE,TRUE
3607,1203,20250315,246,7,2,12,12,0,240,255,1.3,Estimated,OK,TRUE,TRUE
3608,1203,20250315,246,7,4,10,10,0,240,255,0.7,Estimated,OK,TRUE,TRUE
3609,1203,20250315,246,7,6,5,5,0,240,255,1.0,Estimated,OK,TRUE,TRUE
3610,1204,20250315,255,1,1,6,6,0,249,264,0.8,Estimated,OK,TRUE,TRUE
3611,1204,20250315,255,1,4,6,6,0,249,264,2.2,Estimated,OK,TRUE,TRUE
3612,1204,20250315,255,1,6,3,3,0,249,264,1.4,Estimated,OK,TRUE,TRUE
3613,1205,20250315,264,3,1,6,6,0,258,273,2.3,Estimated,OK,TRUE,TRUE
3614,1205,20250315,264,3,4,5,5,0,258,273,2.1,Estimated,OK,TRUE,TRUE
3615,1205,20250315,264,3,6,3,3,0,258,273,2.0,Estimated,OK,TRUE,TRUE
3616,1206,20250315,265,1,1,8,8,0,260,274,0.6,Estimated,OK,TRUE,TRUE
3617,1206,20250315,265,1,4,7,7,0,260,274,2.3,Estimated,OK,TRUE,TRUE
3618,1206,20250315,265,1,6,4,4,0,260,274,1.9,Estimated,OK,TRUE,TRUE
3619,1207,20250315,268,3,1,6,6,0,265,277,1.8,Estimated,OK,TRUE,TRUE
3620,1207,20250315,268,3,4,5,3,-2,265,277,0.8,Estimated,MEDIUM,FALSE,TRUE
3621,1207,20250315,268,3,6,3,3,0,265,277,2.0,Estimated,OK,TRUE,TRUE
3622,1208,20250315,279,8,2,12,12,0,276,288,2.0,Estimated,OK,TRUE,TRUE
3623,1208,20250315,279,8,4,12,11,-1,276,288,0.6,Estimated,LOW,TRUE,TRUE
3624,1208,20250315,279,8,6,6,6,0,276,288,0.8,Estimated,OK,TRUE,TRUE
3625,1209,20250316,10,8,2,12,12,0,4,19,1.2,Estimated,OK,TRUE,TRUE
3626,1209,20250316,10,8,4,11,11,0,4,19,1.2,Estimated,OK,TRUE,TRUE
3627,1209,20250316,10,8,6,6,6,0,4,19,0.4,Estimated,OK,TRUE,TRUE
3628,1210,20250316,10,8,1,8,8,0,6,19,1.8,Estimated,OK,TRUE,TRUE
3629,1210,20250316,10,8,4,6,6,0,6,19,1.3,Estimated,OK,TRUE,TRUE
3630,1210,20250316,10,8,6,3,3,0,6,19,1.8,Estimated,OK,TRUE,TRUE
3631,1211,20250316,15,8,2,12,12,0,12,24,0.6,Estimated,OK,TRUE,TRUE
3632,1211,20250316,15,8,4,13,13,0,12,24,1.8,Estimated,OK,TRUE,TRUE
3633,1211,20250316,15,8,6,7,7,0,12,24,1.7,Estimated,OK,TRUE,TRUE
3634,1212,20250316,26,3,1,6,6,0,23,35,0.9,Estimated,OK,TRUE,TRUE
3635,1212,20250316,26,3,4,5,5,0,23,35,1.6,Estimated,OK,TRUE,TRUE
3636,1212,20250316,26,3,6,3,3,0,23,35,1.3,Estimated,OK,TRUE,TRUE
3637,1213,20250316,54,3,1,8,8,0,49,63,2.4,Estimated,OK,TRUE,TRUE
3638,1213,20250316,54,3,4,6,6,0,49,63,0.7,Estimated,OK,TRUE,TRUE
3639,1213,20250316,54,3,6,3,3,0,49,63,2.0,Estimated,OK,TRUE,TRUE
3640,1214,20250316,67,3,2,12,12,0,63,76,2.4,Estimated,OK,TRUE,TRUE
3641,1214,20250316,67,3,4,19,19,0,63,76,0.9,Estimated,OK,TRUE,TRUE
3642,1214,20250316,67,3,6,10,10,0,63,76,1.7,Estimated,OK,TRUE,TRUE
3643,1215,20250316,72,8,2,12,12,0,69,81,0.4,Estimated,OK,TRUE,TRUE
3644,1215,20250316,72,8,4,19,17,-2,69,81,1.1,Estimated,MEDIUM,FALSE,TRUE
3645,1215,20250316,72,8,6,10,8,-2,69,81,0.9,Estimated,MEDIUM,FALSE,TRUE
3646,1216,20250316,73,8,2,12,12,0,70,82,0.7,Estimated,OK,TRUE,TRUE
3647,1216,20250316,73,8,4,14,14,0,70,82,0.3,Estimated,OK,TRUE,TRUE
3648,1216,20250316,73,8,6,7,7,0,70,82,1.7,Estimated,OK,TRUE,TRUE
3649,1217,20250316,75,3,1,6,6,0,72,84,1.2,Estimated,OK,TRUE,TRUE
3650,1217,20250316,75,3,4,6,6,0,72,84,1.5,Estimated,OK,TRUE,TRUE
3651,1217,20250316,75,3,6,3,3,0,72,84,0.6,Estimated,OK,TRUE,TRUE
3652,1218,20250316,78,8,2,12,8,-4,73,87,1.7,Estimated,HIGH,FALSE,TRUE
3653,1218,20250316,78,8,4,11,9,-2,73,87,0.4,Estimated,MEDIUM,FALSE,TRUE
3654,1218,20250316,78,8,6,6,6,0,73,87,0.4,Estimated,OK,TRUE,TRUE
3655,1219,20250316,78,4,1,6,6,0,75,87,2.5,Estimated,OK,TRUE,TRUE
3656,1219,20250316,78,4,4,7,7,0,75,87,2.3,Estimated,OK,TRUE,TRUE
3657,1219,20250316,78,4,6,4,4,0,75,87,1.2,Estimated,OK,TRUE,TRUE
3658,1220,20250316,79,10,2,12,12,0,74,88,1.9,Estimated,OK,TRUE,TRUE
3659,1220,20250316,79,10,4,11,11,0,74,88,2.3,Estimated,OK,TRUE,TRUE
3660,1220,20250316,79,10,6,6,4,-2,74,88,1.6,Estimated,MEDIUM,FALSE,TRUE
3661,1221,20250316,81,10,1,6,6,0,77,90,0.4,Estimated,OK,TRUE,TRUE
3662,1221,20250316,81,10,4,6,6,0,77,90,0.8,Estimated,OK,TRUE,TRUE
3663,1221,20250316,81,10,6,3,1,-2,77,90,1.9,Estimated,MEDIUM,FALSE,TRUE
3664,1222,20250316,84,6,1,8,8,0,81,93,2.3,Estimated,OK,TRUE,TRUE
3665,1222,20250316,84,6,4,6,6,0,81,93,0.9,Estimated,OK,TRUE,TRUE
3666,1222,20250316,84,6,6,3,3,0,81,93,0.3,Estimated,OK,TRUE,TRUE
3667,1223,20250316,84,1,1,8,8,0,79,93,1.6,Estimated,OK,TRUE,TRUE
3668,1223,20250316,84,1,4,7,4,-3,79,93,0.5,Estimated,MEDIUM,FALSE,TRUE
3669,1223,20250316,84,1,6,4,4,0,79,93,1.9,Estimated,OK,TRUE,TRUE
3670,1224,20250316,85,10,2,12,12,0,80,94,1.6,Estimated,OK,TRUE,TRUE
3671,1224,20250316,85,10,4,12,12,0,80,94,1.2,Estimated,OK,TRUE,TRUE
3672,1224,20250316,85,10,6,6,6,0,80,94,1.5,Estimated,OK,TRUE,TRUE
3673,1225,20250316,85,4,1,8,8,0,82,94,1.0,Estimated,OK,TRUE,TRUE
3674,1225,20250316,85,4,4,6,6,0,82,94,0.6,Estimated,OK,TRUE,TRUE
3675,1225,20250316,85,4,6,3,1,-2,82,94,0.8,Estimated,MEDIUM,FALSE,TRUE
3676,1226,20250316,85,10,2,12,12,0,79,94,0.4,Estimated,OK,TRUE,TRUE
3677,1226,20250316,85,10,4,12,11,-1,79,94,1.7,Estimated,LOW,TRUE,TRUE
3678,1226,20250316,85,10,6,6,6,0,79,94,1.1,Estimated,OK,TRUE,TRUE
3679,1227,20250316,86,10,2,12,12,0,81,95,2.0,Estimated,OK,TRUE,TRUE
3680,1227,20250316,86,10,4,11,11,0,81,95,1.3,Estimated,OK,TRUE,TRUE
3681,1227,20250316,86,10,6,6,6,0,81,95,1.6,Estimated,OK,TRUE,TRUE
3682,1228,20250316,86,4,1,8,8,0,80,95,2.0,Estimated,OK,TRUE,TRUE
3683,1228,20250316,86,4,4,6,6,0,80,95,0.9,Estimated,OK,TRUE,TRUE
3684,1228,20250316,86,4,6,3,3,0,80,95,2.5,Estimated,OK,TRUE,TRUE
3685,1229,20250316,88,10,2,12,12,0,84,97,2.4,Estimated,OK,TRUE,TRUE
3686,1229,20250316,88,10,4,20,20,0,84,97,1.2,Estimated,OK,TRUE,TRUE
3687,1229,20250316,88,10,6,10,10,0,84,97,0.5,Estimated,OK,TRUE,TRUE
3688,1230,20250316,99,7,2,12,12,0,93,108,1.1,Estimated,OK,TRUE,TRUE
3689,1230,20250316,99,7,4,11,11,0,93,108,2.3,Estimated,OK,TRUE,TRUE
3690,1230,20250316,99,7,6,6,6,0,93,108,2.0,Estimated,OK,TRUE,TRUE
3691,1231,20250316,103,4,1,8,8,0,98,112,1.5,Estimated,OK,TRUE,TRUE
3692,1231,20250316,103,4,4,7,7,0,98,112,1.2,Estimated,OK,TRUE,TRUE
3693,1231,20250316,103,4,6,4,4,0,98,112,0.9,Estimated,OK,TRUE,TRUE
3694,1232,20250316,103,4,1,6,6,0,99,112,0.3,Estimated,OK,TRUE,TRUE
3695,1232,20250316,103,4,4,6,6,0,99,112,2.0,Estimated,OK,TRUE,TRUE
3696,1232,20250316,103,4,6,3,3,0,99,112,1.8,Estimated,OK,TRUE,TRUE
3697,1233,20250316,105,10,2,12,9,-3,99,114,0.7,Estimated,MEDIUM,FALSE,TRUE
3698,1233,20250316,105,10,4,17,17,0,99,114,0.8,Estimated,OK,TRUE,TRUE
3699,1233,20250316,105,10,6,9,9,0,99,114,1.4,Estimated,OK,TRUE,TRUE
3700,1234,20250316,106,10,2,12,10,-2,100,115,1.6,Estimated,MEDIUM,FALSE,TRUE
3701,1234,20250316,106,10,4,18,18,0,100,115,1.7,Estimated,OK,TRUE,TRUE
3702,1234,20250316,106,10,6,9,9,0,100,115,2.4,Estimated,OK,TRUE,TRUE
3703,1235,20250316,107,10,2,12,12,0,101,116,2.2,Estimated,OK,TRUE,TRUE
3704,1235,20250316,107,10,4,15,14,-1,101,116,1.3,Estimated,LOW,TRUE,TRUE
3705,1235,20250316,107,10,6,8,8,0,101,116,0.8,Estimated,OK,TRUE,TRUE
3706,1236,20250316,112,4,1,6,6,0,108,121,0.9,Estimated,OK,TRUE,TRUE
3707,1236,20250316,112,4,4,7,6,-1,108,121,1.6,Estimated,LOW,TRUE,TRUE
3708,1236,20250316,112,4,6,4,4,0,108,121,1.8,Estimated,OK,TRUE,TRUE
3709,1237,20250316,114,1,1,3,0,-3,110,123,1.7,Estimated,MEDIUM,FALSE,TRUE
3710,1237,20250316,114,1,4,4,4,0,110,123,2.1,Estimated,OK,TRUE,TRUE
3711,1237,20250316,114,1,6,2,1,-1,110,123,0.8,Estimated,LOW,TRUE,TRUE
3712,1238,20250316,115,3,1,5,5,0,112,124,1.8,Estimated,OK,TRUE,TRUE
3713,1238,20250316,115,3,4,6,6,0,112,124,1.4,Estimated,OK,TRUE,TRUE
3714,1238,20250316,115,3,6,3,3,0,112,124,1.1,Estimated,OK,TRUE,TRUE
3715,1239,20250316,117,6,2,12,12,0,114,126,1.6,Estimated,OK,TRUE,TRUE
3716,1239,20250316,117,6,4,10,6,-4,114,126,0.4,Estimated,HIGH,FALSE,TRUE
3717,1239,20250316,117,6,6,5,5,0,114,126,1.9,Estimated,OK,TRUE,TRUE
3718,1240,20250316,121,8,2,12,12,0,118,130,1.9,Estimated,OK,TRUE,TRUE
3719,1240,20250316,121,8,4,14,14,0,118,130,1.7,Estimated,OK,TRUE,TRUE
3720,1240,20250316,121,8,6,7,7,0,118,130,0.6,Estimated,OK,TRUE,TRUE
3721,1241,20250316,124,3,1,6,6,0,121,133,1.1,Estimated,OK,TRUE,TRUE
3722,1241,20250316,124,3,4,6,6,0,121,133,0.6,Estimated,OK,TRUE,TRUE
3723,1241,20250316,124,3,6,3,3,0,121,133,1.4,Estimated,OK,TRUE,TRUE
3724,1242,20250316,127,3,1,8,8,0,124,136,1.9,Estimated,OK,TRUE,TRUE
3725,1242,20250316,127,3,4,8,8,0,124,136,2.0,Estimated,OK,TRUE,TRUE
3726,1242,20250316,127,3,6,4,4,0,124,136,1.8,Estimated,OK,TRUE,TRUE
3727,1243,20250316,134,3,1,6,6,0,129,143,1.6,Estimated,OK,TRUE,TRUE
3728,1243,20250316,134,3,4,6,6,0,129,143,0.6,Estimated,OK,TRUE,TRUE
3729,1243,20250316,134,3,6,3,3,0,129,143,0.8,Estimated,OK,TRUE,TRUE
3730,1244,20250316,136,8,2,12,12,0,131,145,1.9,Estimated,OK,TRUE,TRUE
3731,1244,20250316,136,8,4,11,11,0,131,145,1.0,Estimated,OK,TRUE,TRUE
3732,1244,20250316,136,8,6,6,6,0,131,145,1.8,Estimated,OK,TRUE,TRUE
3733,1245,20250316,136,10,2,12,12,0,132,145,0.9,Estimated,OK,TRUE,TRUE
3734,1245,20250316,136,10,4,10,10,0,132,145,1.7,Estimated,OK,TRUE,TRUE
3735,1245,20250316,136,10,6,5,5,0,132,145,0.8,Estimated,OK,TRUE,TRUE
3736,1246,20250316,137,10,2,12,12,0,134,146,1.9,Estimated,OK,TRUE,TRUE
3737,1246,20250316,137,10,4,15,15,0,134,146,2.5,Estimated,OK,TRUE,TRUE
3738,1246,20250316,137,10,6,8,8,0,134,146,1.7,Estimated,OK,TRUE,TRUE
3739,1247,20250316,137,8,2,12,12,0,133,146,1.4,Estimated,OK,TRUE,TRUE
3740,1247,20250316,137,8,4,10,10,0,133,146,1.1,Estimated,OK,TRUE,TRUE
3741,1247,20250316,137,8,6,5,4,-1,133,146,2.2,Estimated,LOW,TRUE,TRUE
3742,1248,20250316,140,3,1,8,8,0,134,149,2.4,Estimated,OK,TRUE,TRUE
3743,1248,20250316,140,3,4,6,6,0,134,149,1.0,Estimated,OK,TRUE,TRUE
3744,1248,20250316,140,3,6,3,3,0,134,149,0.9,Estimated,OK,TRUE,TRUE
3745,1249,20250316,140,3,2,12,12,0,136,149,1.3,Estimated,OK,TRUE,TRUE
3746,1249,20250316,140,3,4,17,16,-1,136,149,2.1,Estimated,LOW,TRUE,TRUE
3747,1249,20250316,140,3,6,9,9,0,136,149,2.0,Estimated,OK,TRUE,TRUE
3748,1250,20250316,142,1,1,8,8,0,138,151,0.4,Estimated,OK,TRUE,TRUE
3749,1250,20250316,142,1,4,6,6,0,138,151,2.4,Estimated,OK,TRUE,TRUE
3750,1250,20250316,142,1,6,3,3,0,138,151,0.9,Estimated,OK,TRUE,TRUE
3751,1251,20250316,143,10,2,12,10,-2,140,152,1.3,Estimated,MEDIUM,FALSE,TRUE
3752,1251,20250316,143,10,4,11,11,0,140,152,0.8,Estimated,OK,TRUE,TRUE
3753,1251,20250316,143,10,6,6,6,0,140,152,0.7,Estimated,OK,TRUE,TRUE
3754,1252,20250316,144,5,2,12,12,0,140,153,1.3,Estimated,OK,TRUE,TRUE
3755,1252,20250316,144,5,4,12,12,0,140,153,1.6,Estimated,OK,TRUE,TRUE
3756,1252,20250316,144,5,6,6,6,0,140,153,0.5,Estimated,OK,TRUE,TRUE
3757,1253,20250316,162,1,1,6,6,0,158,171,0.4,Estimated,OK,TRUE,TRUE
3758,1253,20250316,162,1,4,6,6,0,158,171,1.6,Estimated,OK,TRUE,TRUE
3759,1253,20250316,162,1,6,3,3,0,158,171,1.3,Estimated,OK,TRUE,TRUE
3760,1254,20250316,169,1,1,8,8,0,164,178,0.5,Estimated,OK,TRUE,TRUE
3761,1254,20250316,169,1,4,8,8,0,164,178,1.3,Estimated,OK,TRUE,TRUE
3762,1254,20250316,169,1,6,4,4,0,164,178,0.5,Estimated,OK,TRUE,TRUE
3763,1255,20250316,172,4,1,8,8,0,166,181,0.3,Estimated,OK,TRUE,TRUE
3764,1255,20250316,172,4,4,7,7,0,166,181,2.3,Estimated,OK,TRUE,TRUE
3765,1255,20250316,172,4,6,4,4,0,166,181,1.3,Estimated,OK,TRUE,TRUE
3766,1256,20250316,178,4,1,5,2,-3,172,187,2.0,Estimated,MEDIUM,FALSE,TRUE
3767,1256,20250316,178,4,4,5,5,0,172,187,1.4,Estimated,OK,TRUE,TRUE
3768,1256,20250316,178,4,6,3,3,0,172,187,1.4,Estimated,OK,TRUE,TRUE
3769,1257,20250316,179,4,1,6,6,0,174,188,1.5,Estimated,OK,TRUE,TRUE
3770,1257,20250316,179,4,4,5,5,0,174,188,1.8,Estimated,OK,TRUE,TRUE
3771,1257,20250316,179,4,6,3,3,0,174,188,1.7,Estimated,OK,TRUE,TRUE
3772,1258,20250316,181,7,2,12,12,0,175,190,2.3,Estimated,OK,TRUE,TRUE
3773,1258,20250316,181,7,4,12,12,0,175,190,1.4,Estimated,OK,TRUE,TRUE
3774,1258,20250316,181,7,6,6,6,0,175,190,2.0,Estimated,OK,TRUE,TRUE
3775,1259,20250316,182,1,1,6,6,0,176,191,1.8,Estimated,OK,TRUE,TRUE
