replenishment_id,from_station_id,to_station_id,date_key,before_period_id,equipment_id,scenario_id,qty_to_move,distance_km,estimated_time_min,priority,trigger_reason,status,is_active
321,9,6,20250328,3,3,1,2,1.0,4,HIGH,Shortage,Completed,TRUE
322,3,4,20250328,3,3,1,5,0.5,2,HIGH,Shortage,Completed,TRUE
323,2,5,20250328,3,3,1,7,1.2,5,HIGH,Shortage,Approved,TRUE
324,2,10,20250328,3,3,1,5,2.5,10,HIGH,Balance,Completed,TRUE
325,6,5,20250328,4,3,1,15,0.5,2,HIGH,Preventive,Completed,TRUE
326,2,3,20250328,4,3,1,7,0.1,2,HIGH,Shortage,Completed,TRUE
327,9,7,20250329,1,1,1,15,0.6,3,HIGH,Balance,Completed,TRUE
328,9,7,20250329,1,3,1,3,0.6,3,HIGH,Shortage,Completed,TRUE
329,2,5,20250329,1,3,1,15,1.2,5,HIGH,Preventive,Completed,TRUE
330,6,5,20250329,2,3,1,3,0.5,2,HIGH,Shortage,Approved,TRUE
331,6,5,20250329,2,1,1,2,0.5,2,MEDIUM,Shortage,Completed,TRUE
332,8,9,20250329,2,3,1,2,0.4,2,MEDIUM,Balance,Approved,TRUE
333,9,10,20250329,3,1,1,6,0.4,2,HIGH,Shortage,Completed,TRUE
334,9,8,20250329,3,3,1,9,0.4,2,HIGH,Shortage,Approved,TRUE
335,2,10,20250329,3,3,1,22,2.5,10,HIGH,Shortage,Completed,TRUE
336,6,5,20250329,3,2,1,2,0.5,2,MEDIUM,Shortage,Approved,TRUE
337,3,1,20250329,3,1,1,1,0.3,2,LOW,Shortage,Completed,TRUE
338,2,3,20250329,4,3,1,3,0.1,2,MEDIUM,Preventive,Completed,TRUE
339,10,7,20250330,1,3,1,12,0.9,4,HIGH,Shortage,Approved,TRUE
340,2,3,20250330,1,3,1,7,0.1,2,HIGH,Shortage,Approved,TRUE
341,1,3,20250330,1,1,1,3,0.3,2,MEDIUM,Shortage,Completed,TRUE
342,3,4,20250330,2,1,1,3,0.5,2,HIGH,Shortage,Completed,TRUE
343,3,4,20250330,2,3,1,5,0.5,2,HIGH,Shortage,Completed,TRUE
344,9,6,20250330,2,3,1,10,1.0,4,HIGH,Shortage,Completed,TRUE
345,2,5,20250330,2,3,1,9,1.2,5,HIGH,Shortage,Approved,TRUE
346,8,7,20250330,3,1,1,13,0.2,2,HIGH,Shortage,Approved,TRUE
347,1,2,20250330,3,2,1,4,0.2,2,HIGH,Shortage,Completed,TRUE
348,8,7,20250330,3,3,1,3,0.2,2,HIGH,Preventive,Completed,TRUE
349,6,7,20250331,1,3,1,3,0.4,2,HIGH,Shortage,Completed,TRUE
350,9,10,20250331,1,3,1,13,0.4,2,HIGH,Shortage,Completed,TRUE
351,9,8,20250331,1,3,1,1,0.4,2,LOW,Shortage,Completed,TRUE
352,4,5,20250331,2,3,1,10,0.6,3,HIGH,Balance,Completed,TRUE
353,3,2,20250331,2,2,1,3,0.1,2,MEDIUM,Shortage,Completed,TRUE
354,5,1,20250331,3,1,1,4,1.4,6,HIGH,Shortage,Completed,TRUE
355,6,3,20250331,3,1,1,1,1.2,5,HIGH,Shortage,Approved,TRUE
356,8,2,20250331,3,1,1,7,1.8,8,HIGH,Balance,Completed,TRUE
357,9,7,20250331,3,1,1,5,0.6,3,HIGH,Shortage,Approved,TRUE
358,9,4,20250331,3,1,1,4,1.6,7,HIGH,Shortage,Completed,TRUE
359,2,5,20250331,3,3,1,7,1.2,5,HIGH,Shortage,Completed,TRUE
360,10,8,20250331,3,3,1,1,0.8,4,LOW,Preventive,Approved,TRUE
361,5,2,20250401,1,1,1,10,1.2,5,HIGH,Shortage,Approved,TRUE
362,2,1,20250401,1,3,1,11,0.2,2,HIGH,Shortage,Completed,TRUE
363,4,3,20250401,2,1,1,7,0.5,2,HIGH,Balance,Completed,TRUE
364,7,8,20250401,2,1,1,5,0.2,2,HIGH,Shortage,Approved,TRUE
365,10,8,20250401,2,3,1,1,0.8,4,HIGH,Preventive,Recommended,TRUE
366,2,3,20250401,2,3,1,13,0.1,2,HIGH,Preventive,Completed,TRUE
367,2,9,20250401,2,3,1,12,2.2,9,HIGH,Shortage,Completed,TRUE
368,4,1,20250401,2,1,1,1,0.8,4,LOW,Balance,Approved,TRUE
369,6,7,20250401,3,3,1,7,0.4,2,HIGH,Preventive,Completed,TRUE
370,1,3,20250401,3,2,1,1,0.3,2,MEDIUM,Shortage,Completed,TRUE
371,3,4,20250401,4,1,1,2,0.5,2,MEDIUM,Shortage,Completed,TRUE
372,6,4,20250402,1,1,1,14,0.7,3,HIGH,Shortage,Completed,TRUE
373,3,2,20250402,1,2,1,3,0.1,2,HIGH,Balance,Recommended,TRUE
374,2,1,20250402,1,3,1,14,0.2,2,HIGH,Balance,Completed,TRUE
375,9,6,20250402,2,3,1,20,1.0,4,HIGH,Shortage,Approved,TRUE
376,1,3,20250402,3,1,1,5,0.3,2,HIGH,Balance,Completed,TRUE
377,2,4,20250402,3,3,1,34,0.6,3,HIGH,Shortage,Completed,TRUE
378,2,3,20250402,3,3,1,13,0.1,2,HIGH,Preventive,Completed,TRUE
379,3,2,20250402,4,1,1,3,0.1,2,HIGH,Shortage,Completed,TRUE
380,8,7,20250402,4,1,1,4,0.2,2,HIGH,Shortage,Approved,TRUE
381,3,2,20250402,4,2,1,3,0.1,2,MEDIUM,Shortage,Completed,TRUE
382,7,6,20250403,1,1,1,3,0.4,2,HIGH,Shortage,Approved,TRUE
383,3,2,20250403,1,2,1,3,0.1,2,HIGH,Shortage,Completed,TRUE
384,2,4,20250403,1,3,1,58,0.6,3,HIGH,Shortage,Completed,TRUE
385,2,1,20250403,1,3,1,4,0.2,2,HIGH,Shortage,Completed,TRUE
386,3,4,20250403,2,1,1,3,0.5,2,HIGH,Balance,Approved,TRUE
387,5,6,20250403,2,3,1,5,0.5,2,HIGH,Shortage,Recommended,TRUE
388,8,7,20250403,3,1,1,7,0.2,2,HIGH,Preventive,Completed,TRUE
389,6,7,20250403,3,3,1,7,0.4,2,HIGH,Shortage,Completed,TRUE
390,3,2,20250403,4,1,1,3,0.1,2,HIGH,Preventive,Approved,TRUE
391,3,2,20250403,4,2,1,3,0.1,2,HIGH,Shortage,Approved,TRUE
392,6,5,20250403,4,3,1,1,0.5,2,LOW,Shortage,Recommended,TRUE
393,9,6,20250404,1,3,1,8,1.0,4,HIGH,Shortage,Approved,TRUE
394,2,8,20250404,1,3,1,27,1.8,8,HIGH,Shortage,Approved,TRUE
395,2,10,20250404,1,3,1,11,2.5,10,HIGH,Shortage,Completed,TRUE
396,6,4,20250404,2,1,1,1,0.7,3,HIGH,Shortage,Completed,TRUE
397,7,6,20250404,2,2,1,5,0.4,2,HIGH,Shortage,Completed,TRUE
398,9,10,20250404,2,3,1,11,0.4,2,HIGH,Shortage,Completed,TRUE
399,6,4,20250404,3,1,1,13,0.7,3,HIGH,Shortage,Completed,TRUE
400,2,4,20250404,3,3,1,26,0.6,3,HIGH,Shortage,Completed,TRUE
401,7,5,20250404,3,3,1,3,0.7,3,HIGH,Shortage,Completed,TRUE
402,3,1,20250404,3,2,1,2,0.3,2,MEDIUM,Shortage,Completed,TRUE
403,3,2,20250405,1,1,1,3,0.1,2,HIGH,Shortage,Recommended,TRUE
404,5,6,20250405,1,1,1,4,0.5,2,HIGH,Shortage,Recommended,TRUE
405,1,2,20250405,1,2,1,1,0.2,2,HIGH,Shortage,Completed,TRUE
406,8,7,20250405,1,3,1,4,0.2,2,HIGH,Shortage,Approved,TRUE
407,2,5,20250405,1,3,1,7,1.2,5,HIGH,Shortage,Completed,TRUE
408,5,2,20250405,3,1,1,4,1.2,5,HIGH,Shortage,Approved,TRUE
409,7,6,20250405,3,3,1,10,0.4,2,HIGH,Shortage,Approved,TRUE
410,8,5,20250405,3,3,1,5,0.8,4,HIGH,Preventive,Completed,TRUE
411,2,1,20250405,4,3,1,4,0.2,2,HIGH,Balance,Approved,TRUE
412,1,3,20250406,1,1,1,5,0.3,2,HIGH,Preventive,Approved,TRUE
413,2,4,20250406,1,3,1,79,0.6,3,HIGH,Shortage,Completed,TRUE
414,4,6,20250406,2,3,1,2,0.7,3,HIGH,Shortage,Completed,TRUE
415,2,5,20250406,2,3,1,7,1.2,5,HIGH,Preventive,Completed,TRUE
416,9,8,20250406,2,3,1,1,0.4,2,LOW,Shortage,Completed,TRUE
417,2,4,20250406,3,3,1,45,0.6,3,HIGH,Shortage,Completed,TRUE
418,2,3,20250406,3,3,1,39,0.1,2,HIGH,Shortage,Completed,TRUE
419,2,5,20250406,3,3,1,20,1.2,5,HIGH,Shortage,Completed,TRUE
420,4,1,20250406,3,2,1,2,0.8,4,MEDIUM,Balance,Approved,TRUE
421,6,5,20250406,3,2,1,1,0.5,2,LOW,Preventive,Completed,TRUE
422,6,7,20250406,4,3,1,15,0.4,2,HIGH,Balance,Approved,TRUE
423,3,5,20250406,4,3,1,3,1.1,5,MEDIUM,Shortage,Approved,TRUE
424,3,4,20250406,4,3,1,2,0.5,2,MEDIUM,Shortage,Completed,TRUE
425,9,8,20250406,4,3,1,1,0.4,2,LOW,Balance,Completed,TRUE
426,2,5,20250407,1,3,1,34,1.2,5,HIGH,Shortage,Completed,TRUE
427,2,3,20250407,1,3,1,19,0.1,2,HIGH,Shortage,Completed,TRUE
428,9,8,20250407,1,3,1,1,0.4,2,LOW,Shortage,Completed,TRUE
429,5,1,20250407,2,1,1,10,1.4,6,HIGH,Shortage,Completed,TRUE
430,8,5,20250407,2,3,1,3,0.8,4,MEDIUM,Shortage,Completed,TRUE
431,7,6,20250407,3,1,1,10,0.4,2,HIGH,Shortage,Completed,TRUE
432,4,5,20250407,3,1,1,2,0.6,3,HIGH,Balance,Recommended,TRUE
433,5,1,20250407,3,2,1,2,1.4,6,HIGH,Shortage,Approved,TRUE
434,9,6,20250407,3,3,1,20,1.0,4,HIGH,Shortage,Completed,TRUE
435,2,5,20250407,3,3,1,37,1.2,5,HIGH,Shortage,Approved,TRUE
436,2,1,20250407,3,3,1,19,0.2,2,HIGH,Shortage,Approved,TRUE
437,8,5,20250407,4,3,1,11,0.8,4,HIGH,Balance,Approved,TRUE
438,9,7,20250407,4,3,1,4,0.6,3,HIGH,Preventive,Completed,TRUE
439,6,5,20250407,4,1,1,2,0.5,2,MEDIUM,Balance,Completed,TRUE
440,2,4,20250408,1,3,1,21,0.6,3,HIGH,Shortage,Completed,TRUE
441,6,9,20250408,1,3,1,15,1.0,4,HIGH,Shortage,Completed,TRUE
442,2,3,20250408,1,3,1,13,0.1,2,HIGH,Shortage,Completed,TRUE
443,2,5,20250408,1,3,1,5,1.2,5,HIGH,Shortage,Approved,TRUE
444,8,7,20250408,1,1,1,2,0.2,2,MEDIUM,Balance,Completed,TRUE
445,4,2,20250408,2,1,1,6,0.6,3,HIGH,Preventive,Approved,TRUE
446,2,1,20250408,2,3,1,12,0.2,2,HIGH,Balance,Completed,TRUE
447,3,2,20250408,3,1,1,3,0.1,2,HIGH,Shortage,Completed,TRUE
448,3,4,20250408,3,3,1,5,0.5,2,HIGH,Shortage,Completed,TRUE
449,8,7,20250408,3,3,1,4,0.2,2,HIGH,Balance,Approved,TRUE
450,2,4,20250408,4,3,1,21,0.6,3,HIGH,Shortage,Completed,TRUE
451,7,6,20250408,4,3,1,6,0.4,2,HIGH,Shortage,Approved,TRUE
452,9,8,20250409,1,3,1,8,0.4,2,HIGH,Shortage,Approved,TRUE
453,5,6,20250409,1,3,1,5,0.5,2,HIGH,Balance,Completed,TRUE
454,3,1,20250409,2,1,1,3,0.3,2,HIGH,Preventive,Completed,TRUE
455,2,1,20250409,2,3,1,23,0.2,2,HIGH,Shortage,Completed,TRUE
456,9,10,20250409,2,1,1,2,0.4,2,MEDIUM,Shortage,Completed,TRUE
457,5,1,20250409,3,1,1,4,1.4,6,HIGH,Shortage,Completed,TRUE
458,8,7,20250409,3,1,1,10,0.2,2,HIGH,Shortage,Approved,TRUE
459,6,2,20250409,3,1,1,6,1.3,6,HIGH,Shortage,Completed,TRUE
460,8,5,20250409,3,3,1,3,0.8,4,HIGH,Shortage,Completed,TRUE
461,6,3,20250409,3,1,1,3,1.2,5,MEDIUM,Shortage,Completed,TRUE
462,10,9,20250409,3,3,1,1,0.4,2,MEDIUM,Shortage,Approved,TRUE
463,4,2,20250409,4,1,1,6,0.6,3,HIGH,Balance,Approved,TRUE
464,3,1,20250409,4,2,1,3,0.3,2,HIGH,Shortage,Completed,TRUE
465,9,6,20250409,4,3,1,20,1.0,4,HIGH,Shortage,Approved,TRUE
466,2,1,20250409,4,3,1,18,0.2,2,HIGH,Shortage,Approved,TRUE
467,4,3,20250409,4,1,1,2,0.5,2,MEDIUM,Preventive,Completed,TRUE
468,5,4,20250410,1,1,1,10,0.6,3,HIGH,Shortage,Completed,TRUE
469,1,3,20250410,2,2,1,4,0.3,2,HIGH,Shortage,Approved,TRUE
470,4,6,20250410,2,3,1,2,0.7,3,HIGH,Shortage,Completed,TRUE
471,6,2,20250410,3,1,1,1,1.3,6,HIGH,Balance,Completed,TRUE
472,3,4,20250410,3,2,1,3,0.5,2,HIGH,Shortage,Completed,TRUE
473,2,1,20250410,3,3,1,12,0.2,2,HIGH,Shortage,Approved,TRUE
474,8,10,20250410,3,3,1,6,0.8,4,HIGH,Shortage,Completed,TRUE
475,8,9,20250410,3,3,1,4,0.4,2,HIGH,Balance,Completed,TRUE
476,6,5,20250410,3,2,1,1,0.5,2,LOW,Shortage,Approved,TRUE
477,6,5,20250410,4,3,1,8,0.5,2,HIGH,Shortage,Approved,TRUE
478,5,6,20250411,1,1,1,10,0.5,2,HIGH,Shortage,Completed,TRUE
479,3,6,20250411,1,3,1,5,1.2,5,HIGH,Preventive,Completed,TRUE
480,2,4,20250411,1,3,1,14,0.6,3,HIGH,Shortage,Approved,TRUE
481,2,10,20250411,1,3,1,11,2.5,10,HIGH,Balance,Approved,TRUE
482,2,1,20250411,1,3,1,11,0.2,2,HIGH,Balance,Completed,TRUE
483,2,9,20250411,1,3,1,4,2.2,9,HIGH,Balance,Completed,TRUE
484,2,5,20250411,1,3,1,3,1.2,5,MEDIUM,Shortage,Completed,TRUE
485,3,1,20250411,1,2,1,1,0.3,2,LOW,Balance,Approved,TRUE
486,8,7,20250411,2,3,1,11,0.2,2,HIGH,Shortage,Completed,TRUE
487,3,4,20250411,2,2,1,3,0.5,2,MEDIUM,Shortage,Completed,TRUE
488,5,6,20250411,2,3,1,3,0.5,2,MEDIUM,Shortage,Completed,TRUE
489,5,4,20250411,3,1,1,10,0.6,3,HIGH,Preventive,Approved,TRUE
490,7,8,20250411,3,3,1,16,0.2,2,HIGH,Shortage,Completed,TRUE
491,7,10,20250411,3,3,1,2,0.9,4,HIGH,Balance,Recommended,TRUE
492,3,4,20250411,4,1,1,3,0.5,2,HIGH,Shortage,Completed,TRUE
493,2,1,20250411,4,3,1,19,0.2,2,HIGH,Shortage,Completed,TRUE
494,9,10,20250412,1,2,1,4,0.4,2,HIGH,Preventive,Approved,TRUE
495,2,3,20250412,1,3,1,15,0.1,2,HIGH,Shortage,Approved,TRUE
496,7,9,20250412,1,3,1,10,0.6,3,HIGH,Shortage,Completed,TRUE
497,5,4,20250412,1,2,1,3,0.6,3,MEDIUM,Shortage,Completed,TRUE
498,1,3,20250412,1,2,1,1,0.3,2,MEDIUM,Shortage,Approved,TRUE
499,2,8,20250412,1,3,1,1,1.8,8,LOW,Preventive,Approved,TRUE
500,1,2,20250412,2,1,1,5,0.2,2,HIGH,Preventive,Approved,TRUE
501,2,4,20250412,2,3,1,13,0.6,3,HIGH,Shortage,Completed,TRUE
502,2,3,20250412,2,3,1,7,0.1,2,HIGH,Shortage,Completed,TRUE
503,1,2,20250412,3,1,1,5,0.2,2,HIGH,Shortage,Completed,TRUE
504,9,8,20250412,3,3,1,9,0.4,2,HIGH,Shortage,Completed,TRUE
505,2,10,20250412,3,3,1,6,2.5,10,HIGH,Shortage,Completed,TRUE
506,8,7,20250412,3,2,1,3,0.2,2,MEDIUM,Shortage,Completed,TRUE
507,8,10,20250412,4,3,1,5,0.8,4,HIGH,Balance,Completed,TRUE
508,8,9,20250412,4,3,1,4,0.4,2,HIGH,Shortage,Completed,TRUE
509,5,4,20250412,4,2,1,3,0.6,3,MEDIUM,Shortage,Approved,TRUE
510,2,3,20250412,4,3,1,2,0.1,2,MEDIUM,Preventive,Completed,TRUE
511,5,6,20250413,1,1,1,4,0.5,2,HIGH,Shortage,Approved,TRUE
512,3,1,20250413,1,2,1,3,0.3,2,HIGH,Balance,Completed,TRUE
513,2,1,20250413,1,3,1,32,0.2,2,HIGH,Balance,Completed,TRUE
514,8,7,20250413,1,3,1,4,0.2,2,HIGH,Preventive,Completed,TRUE
515,2,10,20250413,1,3,1,17,2.5,10,HIGH,Preventive,Approved,TRUE
516,2,9,20250413,1,3,1,7,2.2,9,HIGH,Shortage,Completed,TRUE
517,5,3,20250413,1,1,1,3,1.1,5,MEDIUM,Shortage,Approved,TRUE
518,2,4,20250413,2,3,1,19,0.6,3,HIGH,Shortage,Completed,TRUE
519,2,3,20250413,2,3,1,11,0.1,2,HIGH,Shortage,Completed,TRUE
520,7,8,20250413,2,3,1,9,0.2,2,HIGH,Shortage,Completed,TRUE
521,9,10,20250413,2,3,1,7,0.4,2,HIGH,Balance,Completed,TRUE
522,1,2,20250413,2,2,1,3,0.2,2,MEDIUM,Shortage,Completed,TRUE
523,5,1,20250413,2,1,1,1,1.4,6,LOW,Shortage,Completed,TRUE
524,2,3,20250413,3,3,1,15,0.1,2,HIGH,Shortage,Completed,TRUE
525,9,10,20250413,3,3,1,9,0.4,2,HIGH,Preventive,Completed,TRUE
526,5,6,20250413,4,3,1,5,0.5,2,HIGH,Shortage,Completed,TRUE
527,3,1,20250414,1,1,1,3,0.3,2,HIGH,Preventive,Completed,TRUE
528,2,1,20250414,1,3,1,49,0.2,2,HIGH,Balance,Recommended,TRUE
529,3,5,20250414,1,3,1,5,1.1,5,HIGH,Preventive,Approved,TRUE
530,3,4,20250414,1,2,1,3,0.5,2,MEDIUM,Shortage,Approved,TRUE
531,3,4,20250414,2,1,1,3,0.5,2,HIGH,Shortage,Completed,TRUE
532,5,6,20250414,2,3,1,5,0.5,2,HIGH,Balance,Recommended,TRUE
533,8,7,20250414,2,2,1,2,0.2,2,MEDIUM,Preventive,Completed,TRUE
534,5,4,20250414,3,1,1,4,0.6,3,HIGH,Shortage,Recommended,TRUE
535,7,6,20250414,3,3,1,9,0.4,2,HIGH,Shortage,Completed,TRUE
536,8,5,20250414,3,3,1,3,0.8,4,HIGH,Preventive,Approved,TRUE
537,7,6,20250414,4,1,1,1,0.4,2,HIGH,Preventive,Approved,TRUE
538,9,7,20250414,4,3,1,20,0.6,3,HIGH,Balance,Recommended,TRUE
539,2,3,20250414,4,3,1,7,0.1,2,HIGH,Shortage,Recommended,TRUE
540,9,4,20250414,4,1,1,2,1.6,7,MEDIUM,Shortage,Completed,TRUE
541,2,10,20250414,4,3,1,1,2.5,10,LOW,Shortage,Recommended,TRUE
542,5,1,20250415,1,1,1,4,1.4,6,HIGH,Balance,Completed,TRUE
543,7,5,20250415,1,3,1,4,0.7,3,HIGH,Shortage,Completed,TRUE
544,2,1,20250415,1,3,1,4,0.2,2,HIGH,Shortage,Completed,TRUE
545,6,3,20250415,1,1,1,3,1.2,5,MEDIUM,Balance,Completed,TRUE
546,2,4,20250415,2,3,1,25,0.6,3,HIGH,Shortage,Approved,TRUE
547,2,1,20250415,2,3,1,3,0.2,2,MEDIUM,Shortage,Approved,TRUE
548,8,7,20250415,2,3,1,2,0.2,2,MEDIUM,Shortage,Recommended,TRUE
549,9,10,20250415,2,3,1,1,0.4,2,LOW,Shortage,Completed,TRUE
550,9,7,20250415,3,3,1,8,0.6,3,HIGH,Shortage,Approved,TRUE
551,2,1,20250415,3,3,1,27,0.2,2,HIGH,Shortage,Completed,TRUE
552,4,8,20250415,3,3,1,2,1.2,5,HIGH,Shortage,Approved,TRUE
553,2,10,20250415,3,3,1,7,2.5,10,HIGH,Shortage,Completed,TRUE
554,2,5,20250415,3,3,1,7,1.2,5,HIGH,Shortage,Approved,TRUE
555,2,3,20250415,3,3,1,6,0.1,2,HIGH,Shortage,Completed,TRUE
556,4,3,20250415,3,1,1,3,0.5,2,MEDIUM,Shortage,Approved,TRUE
557,7,6,20250415,3,2,1,2,0.4,2,MEDIUM,Shortage,Completed,TRUE
558,4,1,20250415,3,1,1,1,0.8,4,LOW,Preventive,Completed,TRUE
559,3,2,20250415,4,1,1,3,0.1,2,HIGH,Shortage,Approved,TRUE
560,8,10,20250415,4,3,1,5,0.8,4,HIGH,Shortage,Completed,TRUE
561,1,2,20250416,1,2,1,4,0.2,2,HIGH,Shortage,Approved,TRUE
562,7,6,20250416,1,3,1,18,0.4,2,HIGH,Shortage,Completed,TRUE
563,7,8,20250416,1,1,1,3,0.2,2,MEDIUM,Shortage,Completed,TRUE
564,8,6,20250416,2,3,1,11,0.6,3,HIGH,Preventive,Approved,TRUE
565,9,7,20250416,3,3,1,20,0.6,3,HIGH,Shortage,Recommended,TRUE
566,2,8,20250416,3,3,1,4,1.8,8,HIGH,Preventive,Recommended,TRUE
567,5,3,20250416,3,1,1,1,1.1,5,MEDIUM,Balance,Completed,TRUE
568,2,1,20250416,3,3,1,3,0.2,2,MEDIUM,Shortage,Completed,TRUE
569,3,2,20250416,4,1,1,3,0.1,2,HIGH,Shortage,Approved,TRUE
570,7,8,20250416,4,3,1,4,0.2,2,HIGH,Shortage,Approved,TRUE
571,5,1,20250417,1,1,1,7,1.4,6,HIGH,Shortage,Completed,TRUE
572,6,8,20250417,1,3,1,8,0.6,3,HIGH,Shortage,Completed,TRUE
573,9,7,20250417,2,3,1,20,0.6,3,HIGH,Shortage,Approved,TRUE
574,2,4,20250417,2,3,1,15,0.6,3,HIGH,Balance,Completed,TRUE
575,2,5,20250417,2,3,1,7,1.2,5,HIGH,Shortage,Approved,TRUE
576,2,1,20250417,2,3,1,4,0.2,2,HIGH,Shortage,Approved,TRUE
577,4,3,20250417,2,1,1,2,0.5,2,MEDIUM,Balance,Completed,TRUE
578,5,1,20250417,2,1,1,1,1.4,6,LOW,Balance,Recommended,TRUE
579,3,4,20250417,2,2,1,1,0.5,2,LOW,Balance,Completed,TRUE
580,8,7,20250417,3,3,1,11,0.2,2,HIGH,Balance,Approved,TRUE
581,2,4,20250417,3,3,1,21,0.6,3,HIGH,Shortage,Approved,TRUE
582,2,3,20250417,3,3,1,7,0.1,2,HIGH,Shortage,Recommended,TRUE
583,3,1,20250417,3,2,1,1,0.3,2,LOW,Shortage,Completed,TRUE
584,3,2,20250417,4,1,1,3,0.1,2,HIGH,Balance,Completed,TRUE
585,9,8,20250417,4,3,1,1,0.4,2,HIGH,Shortage,Completed,TRUE
586,6,7,20250417,4,3,1,2,0.4,2,MEDIUM,Balance,Completed,TRUE
587,2,4,20250418,1,3,1,37,0.6,3,HIGH,Shortage,Completed,TRUE
588,1,3,20250418,1,1,1,3,0.3,2,MEDIUM,Balance,Approved,TRUE
589,2,4,20250418,2,3,1,30,0.6,3,HIGH,Preventive,Approved,TRUE
590,5,6,20250418,2,1,1,3,0.5,2,MEDIUM,Shortage,Completed,TRUE
591,2,3,20250418,2,3,1,3,0.1,2,MEDIUM,Shortage,Approved,TRUE
592,8,6,20250418,3,3,1,4,0.6,3,HIGH,Shortage,Approved,TRUE
593,9,7,20250418,3,3,1,7,0.6,3,HIGH,Shortage,Completed,TRUE
594,4,5,20250418,3,1,1,2,0.6,3,MEDIUM,Shortage,Approved,TRUE
595,2,1,20250418,4,3,1,20,0.2,2,HIGH,Shortage,Approved,TRUE
596,3,1,20250418,4,2,1,2,0.3,2,MEDIUM,Balance,Approved,TRUE
597,9,7,20250419,1,3,1,20,0.6,3,HIGH,Balance,Completed,TRUE
598,2,4,20250419,1,3,1,56,0.6,3,HIGH,Balance,Completed,TRUE
599,8,7,20250419,1,2,1,2,0.2,2,MEDIUM,Shortage,Completed,TRUE
600,9,7,20250419,2,3,1,10,0.6,3,HIGH,Shortage,Completed,TRUE
601,4,6,20250419,2,3,1,10,0.7,3,HIGH,Balance,Approved,TRUE
602,10,8,20250419,2,3,1,1,0.8,4,HIGH,Shortage,Completed,TRUE
603,2,3,20250419,2,3,1,7,0.1,2,HIGH,Shortage,Approved,TRUE
604,10,9,20250419,3,1,1,8,0.4,2,HIGH,Shortage,Approved,TRUE
605,10,9,20250419,3,3,1,13,0.4,2,HIGH,Shortage,Approved,TRUE
606,2,8,20250419,3,3,1,13,1.8,8,HIGH,Shortage,Completed,TRUE
607,3,2,20250419,3,2,1,3,0.1,2,MEDIUM,Balance,Completed,TRUE
608,7,6,20250419,4,3,1,9,0.4,2,HIGH,Shortage,Completed,TRUE
609,2,3,20250419,4,3,1,7,0.1,2,HIGH,Balance,Completed,TRUE
610,1,4,20250420,1,1,1,5,0.8,4,HIGH,Shortage,Approved,TRUE
611,2,7,20250420,1,3,1,46,1.6,7,HIGH,Shortage,Completed,TRUE
612,2,5,20250420,1,3,1,34,1.2,5,HIGH,Shortage,Approved,TRUE
613,2,3,20250420,1,3,1,23,0.1,2,HIGH,Shortage,Approved,TRUE
614,1,4,20250420,1,3,1,8,0.8,4,HIGH,Shortage,Completed,TRUE
615,7,8,20250420,2,1,1,4,0.2,2,HIGH,Shortage,Approved,TRUE
616,7,6,20250420,3,1,1,6,0.4,2,HIGH,Preventive,Recommended,TRUE
617,4,2,20250420,3,1,1,6,0.6,3,HIGH,Balance,Completed,TRUE
618,5,6,20250420,3,3,1,5,0.5,2,HIGH,Balance,Completed,TRUE
619,9,10,20250420,3,3,1,12,0.4,2,HIGH,Preventive,Approved,TRUE
620,4,8,20250420,3,3,1,4,1.2,5,HIGH,Shortage,Completed,TRUE
621,4,1,20250420,3,2,1,1,0.8,4,LOW,Shortage,Approved,TRUE
622,3,4,20250420,4,2,1,3,0.5,2,HIGH,Shortage,Approved,TRUE
623,2,1,20250420,4,3,1,4,0.2,2,HIGH,Shortage,Completed,TRUE
624,3,4,20250421,1,1,1,3,0.5,2,HIGH,Balance,Completed,TRUE
625,1,2,20250421,1,1,1,5,0.2,2,HIGH,Shortage,Completed,TRUE
626,7,6,20250421,1,1,1,7,0.4,2,HIGH,Shortage,Completed,TRUE
627,3,4,20250421,1,2,1,3,0.5,2,HIGH,Balance,Completed,TRUE
628,1,2,20250421,1,2,1,4,0.2,2,HIGH,Shortage,Completed,TRUE
629,8,9,20250421,1,3,1,3,0.4,2,HIGH,Shortage,Recommended,TRUE
630,5,4,20250421,2,1,1,10,0.6,3,HIGH,Shortage,Completed,TRUE
631,2,4,20250421,2,3,1,46,0.6,3,HIGH,Shortage,Completed,TRUE
632,2,3,20250421,2,3,1,7,0.1,2,HIGH,Shortage,Completed,TRUE
633,1,3,20250421,2,1,1,3,0.3,2,MEDIUM,Shortage,Completed,TRUE
634,1,3,20250421,3,1,1,5,0.3,2,HIGH,Balance,Completed,TRUE
635,1,2,20250421,3,2,1,4,0.2,2,HIGH,Shortage,Completed,TRUE
636,8,5,20250421,3,3,1,11,0.8,4,HIGH,Balance,Completed,TRUE
637,9,7,20250421,3,3,1,2,0.6,3,MEDIUM,Shortage,Approved,TRUE
638,9,10,20250421,4,3,1,7,0.4,2,HIGH,Shortage,Completed,TRUE
639,5,2,20250422,1,1,1,4,1.2,5,HIGH,Shortage,Completed,TRUE
640,6,4,20250422,1,1,1,7,0.7,3,HIGH,Shortage,Completed,TRUE
641,9,8,20250422,1,1,1,6,0.4,2,HIGH,Shortage,Approved,TRUE
642,9,10,20250422,1,3,1,20,0.4,2,HIGH,Shortage,Completed,TRUE
